Ma_San_Pham,Trong_Luong,Muc_Beo,Ti_Le_Hien_Thi,Loai_Hang,Gia_Niem_Yet,Ma_Cua_Hang,Nam_Mo_Cua,Quy_Mo,Loai_Do_Thi,Kieu_Cua_Hang,Doanh_So
DRM23,,BeoThap,0.0,Do_Uong_Con,171.7422,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,6207.9192
FDW37,,BeoThap,0.123449671,Do_Hop,89.7488,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1901.5248
FDJ03,12.35,BeoThuong,0.072541731,Sua_Bo,48.5692,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,886.8456
FDT28,13.3,BeoThap,0.063925726,Do_Dong_Lanh,151.8708,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1655.1788
NCO14,9.6,BeoThap,0.02981155,Do_Gia_Dung,45.2086,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,669.129
FDD32,17.7,BeoThuong,0.041098734,Rau_Cu_Qua,80.9276,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,487.3656
FDG45,8.1,BeoThap,0.127929521,Rau_Cu_Qua,211.4902,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3610.6334
FDV45,,BeoThap,0.044829295,Do_An_Vat,187.4556,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7510.224
FDA51,,BeoThuong,0.163882129,Sua_Bo,113.2518,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3415.554
DRK01,7.63,BeoThap,0.061188147,Nuoc_Giai_Khat,94.0436,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1134.5232
FDE46,18.6,BeoThap,0.015769693,Do_An_Vat,152.1366,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1813.6392
FDC33,8.96,BeoThuong,0.069219165,Rau_Cu_Qua,196.5768,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2759.0752
FDV35,19.5,BeoThap,0.128728258,Banh_Mi,155.3314,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3412.8908
FDG58,10.695,BeoThuong,0.145253944,Do_An_Vat,156.8972,OUT010,1998,,Do_Thi_3,Tap_Hoa,467.3916
FDG10,,BeoThuong,0.010886324,Do_An_Vat,57.2588,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,801.6232
FDR24,17.35,BeoThuong,0.062979148,Do_Nuong,87.983,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1707.777
FDR44,6.11,BeoThuong,0.103080901,Rau_Cu_Qua,131.2968,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1957.452
FDU45,,BeoThuong,0.035334201,Do_An_Vat,115.3518,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2277.036
FDP01,20.75,BeoThuong,0.063684145,Do_An_Sang,151.7682,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1372.2138
FDS32,17.75,BeoThuong,0.029700018,Rau_Cu_Qua,140.3838,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1404.838
FDT48,4.92,BeoThap,0.046142232,Do_Nuong,199.1084,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,4761.8016
DRJ49,6.865,BeoThap,0.013990601,Nuoc_Giai_Khat,127.6652,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2841.6344
FDV07,9.5,BeoThap,0.031346387,Rau_Cu_Qua,110.7228,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1657.842
FDY32,7.605,BeoThap,0.129503146,Rau_Cu_Qua,164.021,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3914.904
FDC47,15.0,BeoThap,0.19899855,Do_An_Vat,226.5694,OUT010,1998,,Do_Thi_3,Tap_Hoa,913.4776
DRH15,,BeoThap,0.19244045,Sua_Bo,43.9428,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,131.8284
FDV15,,BeoThap,0.145464606,Thit_Tuoi,105.7648,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2596.62
FDS48,15.15,BeoThap,0.027779254,Do_Nuong,150.1708,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1504.708
FDA28,16.1,BeoThuong,0.080010553,Do_Dong_Lanh,124.2362,OUT010,1998,,Do_Thi_3,Tap_Hoa,377.5086
FDC26,10.195,BeoThap,0.126579586,Do_Hop,112.2886,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2557.3378
NCC55,10.695,BeoThap,0.064022881,Do_Gia_Dung,36.0848,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,372.848
NCQ50,,BeoThap,0.034141213,Do_Gia_Dung,211.9218,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3419.5488
FDL58,5.78,BeoThuong,0.124110349,Do_An_Vat,262.3568,OUT010,1998,,Do_Thi_3,Tap_Hoa,790.9704
FDB49,,BeoThuong,0.052791124,Do_Nuong,98.5384,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,591.2304
FDH34,,BeoThap,0.030944666,Do_An_Vat,186.6582,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3715.164
FDF17,5.19,BeoThap,0.042687151,Do_Dong_Lanh,195.911,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2946.165
FDV26,20.25,BeoThuong,0.07614605,Sua_Bo,197.0794,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,4681.9056
NCC54,17.75,BeoThap,0.097629611,Y_Te_Ve_Sinh,240.4196,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4579.3724
FDF16,,BeoThap,0.150806666,Do_Dong_Lanh,149.0076,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,295.6152
NCZ41,19.85,BeoThap,0.0,Y_Te_Ve_Sinh,126.1704,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1877.556
DRD15,,BeoThap,0.099442329,Sua_Bo,233.1642,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,697.0926
FDG26,18.85,BeoThap,0.042891098,Do_Hop,257.633,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,5382.993
FDD17,7.5,BeoThap,0.0,Do_Dong_Lanh,237.7906,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1188.453
FDH27,7.075,BeoThap,0.058298384,Sua_Bo,145.8128,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1725.7536
NCI18,18.35,BeoThap,0.014081156,Do_Gia_Dung,223.5746,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3589.9936
FDM28,,BeoThap,0.079146113,Do_Dong_Lanh,181.466,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,179.766
FDN46,7.21,BeoThuong,0.144924795,Do_An_Vat,100.8332,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1537.998
DRH36,16.2,BeoThap,0.033373748,Nuoc_Giai_Khat,74.0696,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,894.8352
FDO57,20.75,BeoThap,0.108930629,Do_An_Vat,160.9578,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1444.1202
FDR56,15.5,BeoThuong,0.101176316,Rau_Cu_Qua,198.9768,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,4729.8432
FDZ44,,BeoThap,0.06780958,Rau_Cu_Qua,118.1808,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,234.3616
FDB33,,BeoThap,0.025527994,Rau_Cu_Qua,157.5262,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,477.3786
FDW56,7.68,BeoThap,0.071010513,Rau_Cu_Qua,190.9162,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,5195.2374
FDH52,,BeoThuong,0.043690499,Do_Dong_Lanh,60.2194,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1733.7432
FDL14,8.115,beothuong,0.032152786,Do_Hop,157.3972,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1869.5664
FDO24,11.1,beothap,0.0,Do_Nuong,156.4604,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2376.906
FDW56,7.68,BeoThap,0.070900282,Rau_Cu_Qua,192.6162,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,5580.0698
FDP12,9.8,BeoThuong,0.045358609,Do_Nuong,36.1874,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,423.4488
FDB50,13.0,BeoThap,0.154487495,Do_Hop,77.2986,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1246.3776
FDZ36,6.035,BeoThuong,0.065783783,Do_Nuong,188.224,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,5779.144
FDI02,15.7,BeoThuong,0.114565093,Do_Hop,112.0202,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,337.5606
NCQ42,20.35,BeoThap,0.039235527,Do_Gia_Dung,127.2678,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1017.3424
FDU44,,BeoThuong,0.058142797,Rau_Cu_Qua,162.1552,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3086.6488
NCA29,10.5,BThap,0.045655118,Do_Gia_Dung,169.8106,OUT010,1998,,Do_Thi_3,Tap_Hoa,171.1106
NCB06,17.6,BeoThap,0.08226356,Y_Te_Ve_Sinh,160.492,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1278.336
FDD59,,BeoThuong,0.065860323,Thuc_Pham_Bot,81.896,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1677.816
FDY16,18.35,BeoThuong,0.092150005,Do_Dong_Lanh,184.8266,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3872.9586
FDI46,9.5,BeoThap,0.074648119,Do_An_Vat,253.3724,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,755.0172
DRL01,19.5,BeoThuong,0.077157727,Nuoc_Giai_Khat,232.4958,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2804.3496
NCL42,18.85,BeoThap,0.040434372,Do_Gia_Dung,244.3144,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,5635.3312
NCS06,,BeoThap,0.031583053,Do_Gia_Dung,260.991,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7100.757
FDF46,,BeoThap,0.093217569,Do_An_Vat,116.7834,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4952.8862
FDS45,5.175,BeoThuong,0.029471408,Do_An_Vat,105.4622,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3281.7282
FDH56,9.8,BeoThuong,0.06407717,Rau_Cu_Qua,116.7492,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1621.8888
FDK08,,BeoThuong,0.214139786,Rau_Cu_Qua,102.4016,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,202.4032
NCW53,,BeoThap,0.030347404,Y_Te_Ve_Sinh,192.5162,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3078.6592
FDG45,8.1,BeoThap,0.214306131,Rau_Cu_Qua,213.9902,OUT010,1998,,Do_Thi_3,Tap_Hoa,424.7804
NCV05,,BeoThap,0.030062224,Y_Te_Ve_Sinh,154.3656,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2471.4496
FDP58,11.1,BeoThap,0.135692831,Do_An_Vat,220.0482,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2628.5784
DRC25,5.73,BeoThap,0.045556681,Nuoc_Giai_Khat,85.3882,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1288.323
FDQ37,20.75,BeoThap,0.089186387,Do_An_Sang,193.3478,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,6006.1818
DRE12,4.59,BeoThap,0.070890602,Nuoc_Giai_Khat,111.686,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1584.604
NCS54,13.6,BeoThap,0.009991273,Do_Gia_Dung,175.537,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3705.177
FDX60,14.35,BeoThap,0.081050006,Do_Nuong,79.196,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1278.336
FDT13,,BeoThap,0.032516546,Do_Hop,188.8214,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,753.6856
FDA43,10.895,BeoThap,0.065041581,Rau_Cu_Qua,196.3794,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,3121.2704
NCC43,7.39,BeoThap,0.092782895,Do_Gia_Dung,252.6066,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2259.0594
FDZ47,20.7,BeoThuong,0.079281476,Do_Nuong,100.1042,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,892.8378
NCC19,,BeoThap,0.096411426,Do_Gia_Dung,192.982,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4633.968
FDW44,9.5,BeoThuong,0.035205866,Rau_Cu_Qua,171.3448,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2386.2272
FDP49,,BeoThuong,0.068754395,Do_An_Sang,54.5614,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1713.1034
FDA32,14.0,BeoThap,0.030216783,Rau_Cu_Qua,216.6192,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3020.0688
DRI37,15.85,BeoThap,0.108036187,Nuoc_Giai_Khat,57.3904,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,703.0848
NCP02,7.105,BeoThap,0.044991294,Do_Gia_Dung,59.2562,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,651.8182
FDZ27,7.935,BThap,0.017141985,Sua_Bo,50.035,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,149.805
FDD38,16.75,BeoThuong,0.013711274,Do_Hop,100.2674,OUT010,1998,,Do_Thi_3,Tap_Hoa,203.7348
FDH28,,beothuong,0.192650072,Do_Dong_Lanh,37.4506,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,37.9506
FDW43,20.1,BeoThuong,0.022406575,Rau_Cu_Qua,225.9036,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3643.2576
FDO11,8.0,BeoThuong,0.050657232,Banh_Mi,249.9092,OUT010,1998,,Do_Thi_3,Tap_Hoa,249.0092
NCY29,13.65,beothap,0.077234113,Y_Te_Ve_Sinh,56.893,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1188.453
FDV57,15.25,BeoThuong,0.066269294,Do_An_Vat,179.666,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,6471.576
FDU15,13.65,BeoThuong,0.026602089,Thit_Tuoi,35.1532,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,790.9704
FDD53,,BeoThap,0.077427883,Do_Dong_Lanh,41.8454,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,41.9454
DRF03,19.1,BeoThap,0.045270426,Sua_Bo,38.8138,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,731.0484
NCG18,15.3,BeoThap,0.02295878,Do_Gia_Dung,101.6332,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1845.5976
FDU19,8.77,beothuong,0.046762633,Rau_Cu_Qua,170.8422,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1724.422
FDK10,5.785,BeoThuong,0.040325274,Do_An_Vat,180.466,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,719.064
NCN19,13.1,BeoThap,0.0,Khac,189.253,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1518.024
FDU28,19.2,BeoThuong,0.094300933,Do_Dong_Lanh,187.5214,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1695.7926
FDB40,,BeoThuong,0.007503372,Sua_Bo,146.7102,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4374.306
FDL24,10.3,BeoThuong,0.024891881,Do_Nuong,170.9422,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3103.9596
NCF07,9.0,BeoThap,0.032072321,Do_Gia_Dung,102.2016,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1416.8224
FDY21,15.1,BeoThap,0.0,Do_An_Vat,197.211,OUT010,1998,,Do_Thi_3,Tap_Hoa,196.411
NCY29,13.65,BeoThap,0.077169841,Y_Te_Ve_Sinh,55.593,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,282.965
FDT20,,BeoThap,0.041194986,Rau_Cu_Qua,39.1164,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1235.7248
FDD58,7.76,BThap,0.059472609,Do_An_Vat,98.77,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1298.31
FDE02,8.71,beothap,0.121149472,Do_Hop,93.7778,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1783.6782
FDF57,14.5,BeoThuong,0.058918844,Rau_Cu_Qua,169.7448,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3238.4512
FDM25,10.695,BeoThuong,0.060654268,Do_An_Sang,174.7712,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3339.6528
FDN39,19.35,BeoThuong,0.065890998,Thit_Tuoi,167.0816,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1510.0344
NCZ06,19.6,BeoThap,0.094545236,Do_Gia_Dung,254.7698,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,5327.0658
FDZ03,13.65,BeoThuong,0.0,Sua_Bo,186.024,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,4287.752
NCG43,,BeoThap,0.073879939,Do_Gia_Dung,94.0462,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1850.924
FDV55,17.75,BeoThap,0.05507343,Rau_Cu_Qua,145.1444,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1886.8772
FDU60,20.0,BeoThuong,0.059889718,Do_Nuong,168.5132,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2874.9244
FDC29,8.39,BeoThuong,0.024201084,Do_Dong_Lanh,112.6176,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2175.8344
FDY28,7.47,BeoThuong,0.0,Do_Dong_Lanh,211.8218,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,6411.654
FDH38,,BeoThap,0.018275994,Do_Hop,115.2808,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,117.1808
FDO45,13.15,BeoThuong,0.03810738,Do_An_Vat,86.3856,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,615.1992
FDF05,17.5,BeoThap,0.027022883,Do_Dong_Lanh,262.491,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,5259.82
FDI20,19.1,BeoThap,0.03856376,Rau_Cu_Qua,209.2586,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3165.879
FDD46,,BeoThap,0.247321039,Do_An_Vat,152.3998,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,153.7998
DRG15,6.13,BeoThap,0.0,Sua_Bo,60.1536,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1102.5648
DRH39,,beothap,0.0,Sua_Bo,75.967,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,153.134
FDB12,11.15,BeoThuong,0.105307659,Do_Nuong,102.0648,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1038.648
NCA53,11.395,BeoThap,0.009898492,Y_Te_Ve_Sinh,48.8034,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,777.6544
FDX01,10.1,BeoThap,0.024159767,Do_Hop,114.715,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,815.605
DRK37,5.0,BeoThap,0.044004675,Nuoc_Giai_Khat,188.853,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,5502.837
NCW18,15.1,BeoThap,0.059417055,Do_Gia_Dung,237.9248,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2133.2232
FDT19,7.59,BeoThuong,0.145335007,Rau_Cu_Qua,173.108,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2077.296
NCZ54,,BeoThap,0.145951533,Do_Gia_Dung,160.9552,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,162.4552
FDU24,,BeoThuong,0.245407386,Do_Nuong,92.812,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,93.212
FDF22,6.865,BeoThap,0.056830682,Do_An_Vat,214.0218,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,5556.7668
FDD33,12.85,BeoThap,0.108412059,Rau_Cu_Qua,233.2642,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3950.1914
FDD32,17.7,BeoThuong,0.040897932,Rau_Cu_Qua,82.6276,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,731.0484
FDQ25,8.63,BeoThuong,0.028391879,Do_Hop,173.9422,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,4138.6128
FDZ31,15.35,BeoThuong,0.113195815,Rau_Cu_Qua,190.8504,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,3643.2576
FDA10,,BeoThap,0.141129263,Do_An_Vat,121.6072,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3430.2016
FDW40,14.0,BeoThuong,0.105145451,Do_Dong_Lanh,144.2812,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4844.3608
FDV48,9.195,BeoThuong,0.051827123,Do_Nuong,77.4644,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1414.1592
FDF33,,BeoThap,0.0,Hai_San,109.4596,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1833.6132
DRF23,4.61,BeoThap,0.122843005,Do_Uong_Con,172.4396,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1569.9564
FDM32,20.5,BeoThap,0.0,Rau_Cu_Qua,90.883,OUT010,1998,,Do_Thi_3,Tap_Hoa,89.883
FDJ28,,BeoThap,0.0,Do_Dong_Lanh,190.9162,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5772.486
FDN25,7.895,BeoThuong,0.061163967,Do_An_Sang,59.2588,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,801.6232
FDI24,10.3,BeoThap,0.078903499,Do_Nuong,177.637,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,4234.488
FDU11,4.785,BeoThap,0.09297084,Banh_Mi,122.0098,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2048.6666
FDQ36,7.855,BeoThuong,0.162205516,Do_Nuong,36.2848,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1155.8288
FDS51,13.35,BeoThap,0.032180494,Thit_Tuoi,61.2194,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,433.4358
DRG37,16.2,BeoThap,0.019378432,Nuoc_Giai_Khat,156.4972,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1090.5804
FDW47,15.0,BeoThap,0.046336634,Banh_Mi,120.0414,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3533.4006
FDT03,21.25,BeoThap,0.009998763,Thit_Tuoi,182.3608,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,551.2824
FDG53,10.0,BeoThap,0.045848263,Do_Dong_Lanh,138.518,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2237.088
FDS60,20.85,BeoThap,0.032448523,Do_Nuong,177.866,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1078.596
FDQ15,20.35,BeoThuong,0.151308326,Thit_Tuoi,81.7276,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2030.69
FDN15,17.5,BeoThap,0.016760075,Thit_Tuoi,141.618,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2097.27
FDG21,17.35,BeoThuong,0.146527359,Hai_San,147.905,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2247.075
FDA55,17.2,beothuong,0.057221177,Rau_Cu_Qua,225.4088,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2460.7968
FDU36,,BeoThap,0.0,Do_Nuong,100.1384,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2956.152
FDO20,12.85,BeoThuong,0.152001201,Rau_Cu_Qua,252.3382,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,6056.1168
FDA35,14.85,BeoThuong,0.053837561,Do_Nuong,120.8072,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4287.752
DRM49,6.11,BeoThuong,0.151925271,Nuoc_Giai_Khat,46.6086,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,624.5204
FDG14,,BeoThuong,0.050256161,Do_Hop,150.9024,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4857.6768
NCX18,14.15,BeoThap,0.014719325,Do_Gia_Dung,196.911,OUT010,1998,,Do_Thi_3,Tap_Hoa,392.822
FDT33,7.81,BeoThuong,0.03412912,Do_An_Vat,165.1158,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1838.2738
NCK42,7.475,BThap,0.013146636,Do_Gia_Dung,214.5192,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2804.3496
FDL51,20.7,BeoThuong,0.047491371,Sua_Bo,213.9876,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2143.876
FDW15,,BeoThuong,0.054846706,Thit_Tuoi,147.3734,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3266.4148
FDQ57,,BeoThap,0.027812304,Do_An_Vat,147.476,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3368.948
NCJ30,5.82,beothap,0.080765853,Do_Gia_Dung,169.179,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2037.348
DRF01,5.655,BThap,0.176070535,Nuoc_Giai_Khat,144.0102,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1749.7224
FDM46,7.365,BeoThap,0.159967845,Do_An_Vat,94.712,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1304.968
FDT59,,BeoThap,0.01583438,Banh_Mi,228.5668,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3225.1352
FDU51,,BeoThuong,0.096046304,Thit_Tuoi,178.7028,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4604.6728
NCO30,19.5,BeoThap,0.015749341,Do_Gia_Dung,182.2608,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3307.6944
NCM05,6.825,BeoThap,0.059940022,Y_Te_Ve_Sinh,262.4226,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3964.839
FDC17,12.15,BeoThap,0.015548178,Do_Dong_Lanh,211.2928,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,5049.4272
FDT34,9.3,BeoThap,0.175060504,Do_An_Vat,106.7964,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,525.982
FDZ45,14.1,BeoThap,0.067148407,Do_An_Vat,200.4084,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3968.168
FDU36,6.15,BeoThap,0.046262201,Do_Nuong,97.8384,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2069.3064
DRY23,,BeoThuong,0.108568067,Nuoc_Giai_Khat,42.9112,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,809.6128
FDJ12,8.895,BeoThuong,0.039008625,Do_Nuong,209.0296,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2285.0256
